"pdfNumber","pdfQuestion","similarity","packId","packQuestion","pdfAnswer","packAnswer","conflictType","conflictReason"
"78","¿Cuáles son las principales medidas que debemos adoptar en caso de viento fuerte?","1","q_321bc30c","¿Cuáles son las principales medidas que debemos adoptar en caso de viento fuerte?","• Minorar la velocidad. • Sujetar firmemente el volante. • Extremar la precaución en los pasos de zonas protegidas a desprotegidas. • Todas las respuestas anteriores son correctas.","Minorar la velocidad.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.11"
"81","¿Cuáles son los peligros fundamentales en la conducción con nieve?","0.9394","q_90844589","¿Cuáles son los peligros fundamentales para la conducción con nieve?","• Menor adherencia. • Menor visibilidad. • Las marcas viales pueden estar ocultas. • Todas las respuestas anteriores son correctas.","Menor adherencia.","REAL_ANSWER_CONFLICT","q_sim=0.9394_ans_sim=0.13"
"99","¿En qué nivel de circulación se encuentra una vía si, para circular por ella, debe extremarse la precaución y la atención?","1","q_61759f3d","¿En qué nivel de circulación se encuentra una vía si, para circular por ella, debe extremarse la precaución y la atención?","Amarillo.","Rojo.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.25"
"100","¿En qué nivel de circulación se encuentra una vía en la que debe circularse con cadenas?","1","q_6387ae2a","¿En qué nivel de circulación se encuentra una vía en la que debe circularse con cadenas?","Rojo.","Negro.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.20"
"101","¿En qué nivel de circulación se encuentra una vía que se considera intransitable por las circunstancias meteorológicas?","1","q_66770bff","¿En qué nivel de circulación se encuentra una vía que se considera intransitable por las circunstancias meteorológicas?","Negro.","Amarillo.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.25"
"112","En caso de condiciones meteorológicas adversas por nieve, ¿qué se recomienda hacer si el nivel de circulación es negro?","0.9138","q_9f2c573d","En caso de condiciones meteorológicas adversas, ¿qué se recomienda hacer si el nivel de circulación es negro?","No abandonar el vehículo si no se está seguro de encontrar un refugio.","Continuar la marcha.","REAL_ANSWER_CONFLICT","q_sim=0.9138_ans_sim=0.16"
"116","¿Qué acciones hay que realizar para conducir con seguridad?","1","q_34850c48","¿Qué acciones hay que realizar para conducir con seguridad?","• Utilizar el vehículo con la máxima atención. • Anticiparse a las acciones de los demás conductores. • Anticiparse a las acciones de los peatones. • Todas las respuestas anteriores son correctas.","Utilizar el vehículo con la máxima atención.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.22"
"124","¿Qué riesgo para la conducción aumenta cuando aparece la nieve en la calzada?","1","q_2760112b","¿Qué riesgo para la conducción aumenta cuando aparece la nieve en la calzada?","• Menor adherencia. • Menor visibilidad. • Ocultación de las señales. • Todas las respuestas anteriores son correctas.","Menor adherencia.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.14"
"132","¿Cuál es la principal consecuencia que tiene la niebla en la conducción?","0.92","q_2c51087a","¿Cuál es la principal consecuencia que tiene la niebla durante la conducción?","La pérdida de visibilidad.","La formación de zonas inundadas.","REAL_ANSWER_CONFLICT","q_sim=0.92_ans_sim=0.42"
"134","¿Por qué es importante aumentar la distancia de seguridad en caso de niebla?","1","q_b6658984","¿Por qué es importante aumentar la distancia de seguridad en caso de niebla?","• Por la posibilidad de patinar. • Por no verse el espacio de delante del vehículo. • Por tener más tiempo para frenar. • Todas las respuestas anteriores son correctas.","Por la posibilidad de patinar.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.18"
"141","Es una característica de la conducción defensiva:","1","q_05c15bcc","Es una característica de la conducción defensiva:","mantener distancia de seguridad y reacción.","confiar siempre en la actuación de los demás.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.18"
"149","Ante la posible presencia de hielo, ¿qué zonas se deben evitar?","1","q_4ffac97c","Ante la posible presencia de hielo, ¿qué zonas se deben evitar?","Las zonas sombrías.","Zonas de gran arboleda.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.23"
"150","La existencia de nieve, ¿qué peligro supone para la conducción?","1","q_c6fb713c","La existencia de nieve, ¿qué peligro supone para la conducción?","• Menor adherencia. • Menor visibilidad. • Ocultación de elementos de señalización básicos. • Todas las respuestas son correctas.","Menor adherencia.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.13"
"161","¿Qué se deberá tener en cuenta respecto a la utilización del cinturón de seguridad?","1","q_4f866133","¿Qué se deberá tener en cuenta respecto a la utilización del cinturón de seguridad?","Que debe llevarse correctamente abrochado, bien reglado y ajustado al cuerpo sin holgura.","Que es obligatorio para el conductor y los pasajeros de más de tres años de los asientos equipados de los vehículos destinados al transporte de personas de más de nueve plazas, incluido el conductor.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.26"
"310","Entre los condicionantes internos de la conducción se incluye:","1","q_3edb22ce","Entre los condicionantes internos de la conducción se incluye:","la percepción del riesgo.","el aprendizaje.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.25"
"6","¿Cómo pueden demostrar los conductores profesionales de otros países, que efectúen transportes en España, que cumplen los requisitos de formación y cualificación exigidos por la normativa?","0.9733","q_a54ebeda","¿Cómo pueden demostrar los conductores profesionales de terceros países que efectúen transportes en España que cumplen los requisitos de formación y cualificación exigidos por la normativa?","• Con el permiso de conducción de modelo comunitario que lleve el código armonizado correspondiente inscrito en él. • Con la tarjeta de cualificación del conductor, en la que constará el código comunitario correspondiente. • Con el certificado de conductor de terceros países previsto en el Reglamento (CE) 1072/2009, si incluye el código correspondiente. • Todas las respuestas anteriores son correctas.","Con el permiso de conducción de modelo comunitario, con el código comunitario inscrito en él.","REAL_ANSWER_CONFLICT","q_sim=0.9733_ans_sim=0.30"
"8","¿Cómo puede realizarse el curso de formación continua para la renovación de la tarjeta de cualificación del conductor?","1","q_bc539297","¿Cómo puede realizarse el curso de formación continua para la renovación de la tarjeta de cualificación del conductor?","En diversos períodos discontinuos, siempre que estos se impartan por una misma empresa autorizada, dentro de un mismo año natural y ninguno de ellos tenga una duración inferior a 7 horas, pudiendo dividirse en dos días consecutivos.","En un único periodo de 35 horas de duración.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.16"
"21","¿Cuál de las siguientes afirmaciones es correcta respecto a cómo puede tomarse el período de descanso diario normal?","1","q_2e462af3","¿Cuál de las siguientes afirmaciones es correcta respecto a cómo puede tomarse el periodo de descanso diario normal?","Puede ser de 11 horas consecutivas o dividido en dos períodos, el primero de los cuales deberá tener una duración ininterrumpida mínima de 3 horas y el segundo una duración ininterrumpida mínima de 9 horas.","Exclusivamente puede ser de 11 horas consecutivas.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.18"
"24","¿Qué datos registra automáticamente el tacógrafo?","1","q_8820cace","¿Qué datos registra automáticamente el tacógrafo?","La velocidad.","Datos de la marcha de los vehículos y de determinados tiempos de trabajo de los conductores.","WRONG_MATCH_VARIANT","packId_shared_by_2_pdf_questions"
"25","¿Qué datos registra automáticamente el tacógrafo?","1","q_8820cace","¿Qué datos registra automáticamente el tacógrafo?","La distancia recorrida.","Datos de la marcha de los vehículos y de determinados tiempos de trabajo de los conductores.","WRONG_MATCH_VARIANT","packId_shared_by_2_pdf_questions"
"39","¿Se considera infracción que un conductor prolongue su jornada diaria de conducción hasta alcanzar 10 horas 30 minutos?","0.906","q_9f43ad6d","¿Se considera infracción que un conductor prolongue su jornada diaria de conducción hasta alcanzar 10 horas?","Sí, aunque excepcionalmente, por motivos de seguridad, se permite llegar a un punto de parada adecuado.","Sí, si lo hace más de dos veces a la semana.","REAL_ANSWER_CONFLICT","q_sim=0.906_ans_sim=0.25"
"43","En un vehículo provisto de tacógrafo analógico, ¿qué deberá estar en disposición de presentar el conductor a los agentes de control, referido al día en curso y los 28 días anteriores?","0.9372","q_8fc05943","En un vehículo provisto de tacógrafo analógico, ¿qué deberá estar en disposición de representar el conductor a los agentes de control, y siempre referido al día en curso y los 28 días anteriores?","Los discos-diagrama utilizados por el conductor en ese período y la tarjeta de conductor si posee una.","Sólo está obligado a presentar los discos-diagramas y no la tarjeta de conductor puesto que el tacógrafo es analógico.","REAL_ANSWER_CONFLICT","q_sim=0.9372_ans_sim=0.33"
"45","La descarga de datos de las tarjetas de tacógrafo de los conductores deberá hacerse, al menos:","0.9892","q_eba7fa9c","La descarga de datos de las tarjetas de tacógrafos de los conductores deberá hacerse, al menos,:","cada 28 días con actividad registrada.","cada 31 días.","REAL_ANSWER_CONFLICT","q_sim=0.9892_ans_sim=0.27"
"60","Cuando se efectúa un descanso semanal reducido, el Reglamento (CE) 561/2006 obliga a compensar el tiempo restante. ¿Cómo debe realizarse esa compensación?","0.9359","q_84ac6edf","Cuando se efectúa un descanso semanal reducido, el Reglamento Comunitario 561/2006 obliga a compensar el tiempo restante. ¿Cómo debe realizarse esa compensación?","• Deberá tomarse la compensación junto con otro período de descanso de, al menos, nueve horas. • Se compensará con un descanso equivalente tomado en una sola vez antes de finalizar la tercera semana siguiente a la semana de que se trate. • Las respuestas B y C son correctas.","Deberá tomarse la compensación antes de que finalice la semana en curso.","REAL_ANSWER_CONFLICT","q_sim=0.9359_ans_sim=0.25"
"87","En caso de avería o mal funcionamiento del tacógrafo analógico, el conductor:","0.8","q_62d9d5e4","En caso de avería o mal funcionamiento del tacógrafo digital, el aparato:","indicará los bloques de tiempos en una hoja, que adjuntará a los discos-diagrama, y seguirá trabajando.","será reparado tan pronto lo permitan las circunstancias.","WRONG_MATCH_VARIANT","packId_shared_by_4_pdf_questions"
"88","En caso de avería o mal funcionamiento del tacógrafo analógico, el conductor:","0.8","q_62d9d5e4","En caso de avería o mal funcionamiento del tacógrafo digital, el aparato:","anotará los datos relativos a los bloques de tiempos en la hoja de registro o en una hoja al efecto, que deberá adjuntar a la hoja de registro.","será reparado tan pronto lo permitan las circunstancias.","WRONG_MATCH_VARIANT","packId_shared_by_4_pdf_questions"
"90","En caso de avería o mal funcionamiento del tacógrafo digital, el aparato será:","0.9342","q_62d9d5e4","En caso de avería o mal funcionamiento del tacógrafo digital, el aparato:","reparado en el camino si el regreso a los locales de la empresa va a tardar más de una semana desde el día de la avería.","será reparado tan pronto lo permitan las circunstancias.","WRONG_MATCH_VARIANT","packId_shared_by_4_pdf_questions"
